index_a,index_b,distance,class_a,class_b,same_class,path_a,path_b
1524,1526,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01531_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01533_me_ax_t1.jpg
1527,1528,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01534_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01535_me_ax_t1.jpg
1528,1530,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01535_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01537_me_ax_t1.jpg
1529,1540,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01536_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01547_me_ax_t1.jpg
1532,1533,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01539_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01540_me_ax_t1.jpg
1533,1534,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01540_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01541_me_ax_t1.jpg
1533,1538,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01540_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01545_me_ax_t1.jpg
1533,1539,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01540_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01546_me_ax_t1.jpg
1536,1559,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01543_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01566_me_ax_t1.jpg
1538,1539,0,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01545_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01546_me_ax_t1.jpg
1540,1549,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01547_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01556_me_ax_t1.jpg
1544,1545,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01551_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01552_me_ax_t1.jpg
1546,1547,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01553_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01554_me_ax_t1.jpg
1547,1548,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01554_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01555_me_ax_t1.jpg
1548,1550,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01555_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01557_me_ax_t1.jpg
1549,1558,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01556_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01565_me_ax_t1.jpg
1552,1553,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01559_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01560_me_ax_t1.jpg
1559,1560,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01566_me_ax_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01567_me_ax_t1.jpg
1564,1565,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01571_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01572_me_co_t1.jpg
1564,1744,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01571_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg
1565,1744,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01572_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg
1565,1745,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01572_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01758_me_co_t1.jpg
1565,2690,6,meningioma,no_tumor,False,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01572_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02710_no_ax_t1.jpg
1567,1568,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01574_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01575_me_co_t1.jpg
1567,1569,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01574_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01576_me_co_t1.jpg
1567,1570,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01574_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01577_me_co_t1.jpg
1568,1569,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01575_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01576_me_co_t1.jpg
1568,1570,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01575_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01577_me_co_t1.jpg
1569,1570,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01576_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01577_me_co_t1.jpg
1575,1576,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01582_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01583_me_co_t1.jpg
1575,1577,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01582_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01584_me_co_t1.jpg
1575,1578,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01582_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01585_me_co_t1.jpg
1576,1577,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01583_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01584_me_co_t1.jpg
1576,1578,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01583_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01585_me_co_t1.jpg
1577,1578,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01584_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01585_me_co_t1.jpg
1581,1582,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01588_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01589_me_co_t1.jpg
1582,1583,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01589_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01590_me_co_t1.jpg
1585,1805,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01592_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01818_me_co_t1.jpg
1589,1590,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01596_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01597_me_co_t1.jpg
1591,1592,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01598_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01599_me_co_t1.jpg
1604,1605,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01611_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01612_me_co_t1.jpg
1605,1606,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01612_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01613_me_co_t1.jpg
1612,1613,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01619_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01620_me_co_t1.jpg
1613,1912,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01620_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01926_me_co_t1.jpg
1616,1617,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01623_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01624_me_co_t1.jpg
1618,1619,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01625_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01626_me_co_t1.jpg
1618,1880,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01625_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01894_me_co_t1.jpg
1620,1621,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01627_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01628_me_co_t1.jpg
1620,1622,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01627_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01629_me_co_t1.jpg
1621,1622,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01628_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01629_me_co_t1.jpg
1622,1623,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01629_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01630_me_co_t1.jpg
1627,1628,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01634_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01635_me_co_t1.jpg
1635,1636,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01642_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01643_me_co_t1.jpg
1640,1782,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01647_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01795_me_co_t1.jpg
1646,1656,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01658_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01669_me_co_t1.jpg
1648,1652,0,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01660_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01664_me_co_t1.jpg
1660,1749,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01673_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01762_me_co_t1.jpg
1665,1666,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01678_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01679_me_co_t1.jpg
1669,1670,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01682_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01683_me_co_t1.jpg
1670,1671,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01683_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01684_me_co_t1.jpg
1672,1683,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01685_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01696_me_co_t1.jpg
1674,1675,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01687_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01688_me_co_t1.jpg
1677,1678,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01690_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01691_me_co_t1.jpg
1685,1686,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01698_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01699_me_co_t1.jpg
1695,1696,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01708_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01709_me_co_t1.jpg
1695,4089,6,meningioma,pituitary,False,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01708_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\pituitary\brisc2025_train_04122_pi_co_t1.jpg
1696,1697,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01709_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01710_me_co_t1.jpg
1697,1698,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01710_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01711_me_co_t1.jpg
1697,1847,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01710_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01860_me_co_t1.jpg
1701,1702,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01714_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01715_me_co_t1.jpg
1706,1707,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01719_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01720_me_co_t1.jpg
1709,2690,6,meningioma,no_tumor,False,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01722_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02710_no_ax_t1.jpg
1713,1714,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01726_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01727_me_co_t1.jpg
1722,1723,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01735_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01736_me_co_t1.jpg
1726,1874,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01739_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01888_me_co_t1.jpg
1727,1765,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01740_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01778_me_co_t1.jpg
1733,1734,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01746_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01747_me_co_t1.jpg
1736,1940,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01749_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01954_me_co_t1.jpg
1738,1747,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01751_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01760_me_co_t1.jpg
1744,1745,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01758_me_co_t1.jpg
1744,1749,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01762_me_co_t1.jpg
1744,2112,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_02128_me_sa_t1.jpg
1744,2664,6,meningioma,no_tumor,False,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01757_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02684_no_ax_t1.jpg
1745,2112,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01758_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_02128_me_sa_t1.jpg
1745,2664,6,meningioma,no_tumor,False,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01758_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02684_no_ax_t1.jpg
1748,1750,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01761_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01763_me_co_t1.jpg
1752,1753,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01765_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01766_me_co_t1.jpg
1753,1754,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01766_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01767_me_co_t1.jpg
1754,1755,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01767_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01768_me_co_t1.jpg
1756,1757,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01769_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01770_me_co_t1.jpg
1757,1758,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01770_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01771_me_co_t1.jpg
1760,1771,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01773_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01784_me_co_t1.jpg
1764,1765,4,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01777_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01778_me_co_t1.jpg
1766,1767,6,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01779_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01780_me_co_t1.jpg
1770,1772,2,meningioma,meningioma,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01783_me_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\meningioma\brisc2025_train_01785_me_co_t1.jpg
