task,split,class_name,class_idx,filename,stem,pair_key,extension,path,relative_path,plane,valid,error,width,height,channels,mode,format,file_size_bytes,sha256,phash,has_expert_mask,expert_mask_path,mask_source,seg_target_valid,filename_prefix,filename_suffix
classification,train,no_tumor,3,brisc2025_train_02888_no_co_t1.jpg,brisc2025_train_02888_no_co_t1,brisc2025train02888nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02888_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02888_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10253,8cbeddd9d44e6f911e79cc05f73bcce2792cf6fe3742d552f73a2dcea752c1b0,97876a5a5a783839,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02889_no_co_t1.jpg,brisc2025_train_02889_no_co_t1,brisc2025train02889nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02889_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02889_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10371,d1543a1262f5c0f6485e19c8b75a9ba75795be3b9d5c76d95d84f864cc928127,9787781a69e5e530,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02890_no_co_t1.jpg,brisc2025_train_02890_no_co_t1,brisc2025train02890nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02890_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02890_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,9851,2b08bc24ead400d2a2889d8cfc23642e50dde264b1bf8de4c20bcb5f6270631f,d2923d193139c3e7,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02891_no_co_t1.jpg,brisc2025_train_02891_no_co_t1,brisc2025train02891nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02891_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02891_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,9428,9abaae9e85c0d0b4eb6f17a1f3acc064bad7cfa9430820347cb2d67c7e37cfdc,c3cf2ccc642cd2b3,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02892_no_co_t1.jpg,brisc2025_train_02892_no_co_t1,brisc2025train02892nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02892_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02892_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10235,64c9f8af3693d4e74218b09d368c225b0440a0bcf2cfd6141424ba380bd3a6c0,969678983879c3c7,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02893_no_co_t1.jpg,brisc2025_train_02893_no_co_t1,brisc2025train02893nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02893_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02893_no_co_t1.jpg,unknown,True,,187,369,3,RGB,JPEG,10232,dad12aeb6d3048a3d4d15a31942295048b1801ce91da16d901e4f7a5429c16c9,85817b9ece6a7838,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02894_no_co_t1.jpg,brisc2025_train_02894_no_co_t1,brisc2025train02894nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02894_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02894_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,13320,02e8c16da17d8f11b72e64267b678d22594e664810d6a552f29aaf83de70d2c2,95917a9e68b8a1e9,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02895_no_co_t1.jpg,brisc2025_train_02895_no_co_t1,brisc2025train02895nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02895_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02895_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10686,add6b52b15b62bf8c59e5f121f71bbbbff5734fbe46f28eb9eb2a47c37a96153,85e17a9a161e9cb9,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02896_no_co_t1.jpg,brisc2025_train_02896_no_co_t1,brisc2025train02896nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02896_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02896_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10120,a33202799bf1655478c510db0146fbbfaa8224874d43a9345274a4736b5d55bd,969678d8586179d9,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02897_no_co_t1.jpg,brisc2025_train_02897_no_co_t1,brisc2025train02897nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02897_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02897_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10691,d3184eba369b2da755a520f6769114f39f2bcef4ea0ccd66e0db7e1108cbe5ac,96c7799a2c6c6c31,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02898_no_co_t1.jpg,brisc2025_train_02898_no_co_t1,brisc2025train02898nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02898_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02898_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,8678,4dc2b64232d62380e54f7cd02afe2926950a1848cbc2ea3a8fad0111ec0604cf,8ece6999313466e3,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02899_no_co_t1.jpg,brisc2025_train_02899_no_co_t1,brisc2025train02899nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02899_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02899_no_co_t1.jpg,unknown,True,,187,369,3,RGB,JPEG,10003,9d78a3b1b05acc880d10ac7475ab4f12cd004890f707bd18f26bac1dbc13b11b,85c57a9a3839a5e5,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02900_no_co_t1.jpg,brisc2025_train_02900_no_co_t1,brisc2025train02900nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02900_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02900_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10859,7198d67c52b6d7c60900300d8fe8f976f739d4258f40cdaf358dcc9629398580,c0c02d8f2f3f6c6c,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02901_no_co_t1.jpg,brisc2025_train_02901_no_co_t1,brisc2025train02901nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02901_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02901_no_co_t1.jpg,unknown,True,,202,369,3,RGB,JPEG,10766,a57a033671304c9f3cbd1259a69633835613ae00d22fcb7d2a8c6662b255705a,95856a9e9a3a3a69,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02902_no_co_t1.jpg,brisc2025_train_02902_no_co_t1,brisc2025train02902nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02902_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02902_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10537,fb0ffd3063373d616a1bc9541c020e922883c9d0bee73d6343e87dd4ff88e761,c2942ecb5a3e2d2d,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02903_no_co_t1.jpg,brisc2025_train_02903_no_co_t1,brisc2025train02903nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02903_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02903_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10140,120b827e6430f4989eeef52069e2a689c7173f78d7a879e5ba793e9ddda75189,96c66898697979b1,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02904_no_co_t1.jpg,brisc2025_train_02904_no_co_t1,brisc2025train02904nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02904_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02904_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11581,8cf5ad4d96053c9ad49ed3b71bf7ee43f11ff3e1644e483b508336e74c373057,97877a9a6a7831a1,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02905_no_co_t1.jpg,brisc2025_train_02905_no_co_t1,brisc2025train02905nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02905_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02905_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,9651,d6b95203eea0eb5bf079e0107c3c031040c5b14168ed13453b25c36a3d7a756f,96c67898616997e5,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02906_no_co_t1.jpg,brisc2025_train_02906_no_co_t1,brisc2025train02906nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02906_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02906_no_co_t1.jpg,unknown,True,,210,369,3,RGB,JPEG,9720,59c740cd62d45ff12da5bba5f5c33d67de06cb6a8adfd2fbc3afca8c24ac3dde,c1e11f1e7e7c29c0,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02907_no_co_t1.jpg,brisc2025_train_02907_no_co_t1,brisc2025train02907nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02907_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02907_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11152,4ced9eeb06fa7401137547771128a2eb9b99d893bde5fba21b26d4c4fc6f1c8c,d6973a9a6c38b0b1,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02908_no_co_t1.jpg,brisc2025_train_02908_no_co_t1,brisc2025train02908nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02908_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02908_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11515,05ed1c652ec3cfdb0cad38554153cadf737b96fd74b74ef97a23b57266465a6f,97b57ada68692191,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02909_no_co_t1.jpg,brisc2025_train_02909_no_co_t1,brisc2025train02909nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02909_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02909_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10071,ca4123b661d98358caa800d77f750bc79048ac207ef29bc544d45f0662249c91,93c1689e3e6d31b1,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02910_no_co_t1.jpg,brisc2025_train_02910_no_co_t1,brisc2025train02910nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02910_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02910_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12635,08a3b3d6283ba5563b20511322cbcac65b6f6e7df29af477f2d25daca70dd65c,94b01e8e6af8e8ea,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02911_no_co_t1.jpg,brisc2025_train_02911_no_co_t1,brisc2025train02911nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02911_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02911_no_co_t1.jpg,unknown,True,,202,369,3,RGB,JPEG,11571,12a5b54733c5c679f1f13c23e5228c9c44cd753af8ea909ec9e4268c6b0f2d46,949479dbca1e266c,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02912_no_co_t1.jpg,brisc2025_train_02912_no_co_t1,brisc2025train02912nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02912_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02912_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12084,b6c8cc46a0f9ef4aa1c93b74028fda117ddc436ee9606a2da3aa1d4fe8c2612a,81a169de161e9d9d,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02913_no_co_t1.jpg,brisc2025_train_02913_no_co_t1,brisc2025train02913nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02913_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02913_no_co_t1.jpg,unknown,True,,187,369,3,RGB,JPEG,10298,03366d93e7c6612b427f23f8e3ad616263dad54fb0f5df0fa0dd4b88979debb9,94e07b9e266929b9,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02914_no_co_t1.jpg,brisc2025_train_02914_no_co_t1,brisc2025train02914nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02914_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02914_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10962,7e2ff4a19e2ddbbccf132ea0e0ae16932c56ca17342407bee5d42ecbf43062a8,96956bce4a1e3469,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02915_no_co_t1.jpg,brisc2025_train_02915_no_co_t1,brisc2025train02915nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02915_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02915_no_co_t1.jpg,unknown,True,,202,369,3,RGB,JPEG,11379,7cc560586454153e0b570cb636c041d67e938f3d651e416ad7a1f7c8f6a5084c,81e17b9e162e6b38,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02916_no_co_t1.jpg,brisc2025_train_02916_no_co_t1,brisc2025train02916nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02916_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02916_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12763,a6d77745448a7468a89787558639043d267b7a9a71c14bb37698834e9ba19c6a,85e15a9e6f1a68c9,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02917_no_co_t1.jpg,brisc2025_train_02917_no_co_t1,brisc2025train02917nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02917_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02917_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11157,f1ee36a7c3ddd7b7fac6fddc44bf84fb8897fc39e99c28003d0e0663abe3a60e,91c1689e3e3d6c69,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02918_no_co_t1.jpg,brisc2025_train_02918_no_co_t1,brisc2025train02918nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02918_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02918_no_co_t1.jpg,unknown,True,,187,369,3,RGB,JPEG,10957,1f6b3a1bdd7e7612773767358fd79ee1b065f5b91510e0f500254f67dafa9858,85a169d7ce5a426b,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02919_no_co_t1.jpg,brisc2025_train_02919_no_co_t1,brisc2025train02919nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02919_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02919_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11524,ffe1418db29cca9054c84a0f6dfe37f9ad38cd991ff722ec04f762c3eb5500a3,c5953a9a686d3d38,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02920_no_co_t1.jpg,brisc2025_train_02920_no_co_t1,brisc2025train02920nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02920_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02920_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10246,586b8b503bee3abba20b788b4050ad01ee5bec0e0417f6b62bdf25f374d8ae06,8787389ada6a3939,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02921_no_co_t1.jpg,brisc2025_train_02921_no_co_t1,brisc2025train02921nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02921_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02921_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11983,a5f8846bd384a0bb2cc4d624fe2d2f1cee5c7452df70dab08fa79da69121d4f3,85817b9e86660f5e,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02922_no_co_t1.jpg,brisc2025_train_02922_no_co_t1,brisc2025train02922nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02922_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02922_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11531,4ee7ef6512d27dd1201aabfa912fae44cb84456ade6a6ad21335830e060d393e,95b57a9a68696199,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02923_no_co_t1.jpg,brisc2025_train_02923_no_co_t1,brisc2025train02923nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02923_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02923_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11801,ef7dd6d8ad7217b6b34d137209aa53dd80bef82357102c576f8c57d9580fcd40,858569de9f3a2272,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02924_no_co_t1.jpg,brisc2025_train_02924_no_co_t1,brisc2025train02924nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02924_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02924_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11165,ecbecb761d3b1ff138e8feff27c5e61f7b3b8faa1862750691ca59fe0ecd72da,c1c1689e363b3d69,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02925_no_co_t1.jpg,brisc2025_train_02925_no_co_t1,brisc2025train02925nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02925_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02925_no_co_t1.jpg,unknown,True,,202,369,3,RGB,JPEG,11371,358844e525a9b2490e947e9b04e8bd84e9d742dee1e8c95da69f39e9c8ce7019,90a47cd6ce4b233e,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02926_no_co_t1.jpg,brisc2025_train_02926_no_co_t1,brisc2025train02926nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02926_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02926_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12165,11f307f51488fc7327387522f25818ffe55d84a11a1b87959e2025488118d863,d0c02fcb6f2d2c99,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02927_no_co_t1.jpg,brisc2025_train_02927_no_co_t1,brisc2025train02927nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02927_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02927_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10117,bdf5610788dc75fc2539b16979e9bcfd94f8d443d6b61e94a0b9ead8f99f5d53,8785799ade686869,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02928_no_co_t1.jpg,brisc2025_train_02928_no_co_t1,brisc2025train02928nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02928_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02928_no_co_t1.jpg,unknown,True,,210,369,3,RGB,JPEG,10111,158d058a8425515ab79f232ed9c8be19b17e9aab6c372a1f1349a8be72b76b02,c0e00f0f3a7edd98,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02929_no_co_t1.jpg,brisc2025_train_02929_no_co_t1,brisc2025train02929nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02929_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02929_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,10996,a73f471a7713800e2671ac7f58d51d2a78cd5d47f6a6aaf0b0b0e09589759ff4,d0d03e0f6b692d3c,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02930_no_co_t1.jpg,brisc2025_train_02930_no_co_t1,brisc2025train02930nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02930_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02930_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,11624,49dbe43706df66e3e31017c04265f904ca39f8a89b96aa3c578f57c7fb6faeb9,91b52acb4f3f320c,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02931_no_co_t1.jpg,brisc2025_train_02931_no_co_t1,brisc2025train02931nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02931_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02931_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12375,f6f173a5cffc11f433e12c2ee44b274d13ae214fcecc5c87a34b275a2e5ac22f,d0f42f8f6333838a,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02932_no_co_t1.jpg,brisc2025_train_02932_no_co_t1,brisc2025train02932nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02932_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02932_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12258,b54fceabaebd87e4bf604d2b0f5b2bce1f70572262166ad9b93b67d9e06204f7,95816b9e2a6e6339,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02933_no_co_t1.jpg,brisc2025_train_02933_no_co_t1,brisc2025train02933nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02933_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02933_no_co_t1.jpg,unknown,True,,187,369,3,RGB,JPEG,11552,de645207562eaaf82467776bca9af92307b64ac13621248bf09624c92d8652e8,81b17d97965ae262,False,,derived_zero,True,brisc2025,t1
classification,train,no_tumor,3,brisc2025_train_02934_no_co_t1.jpg,brisc2025_train_02934_no_co_t1,brisc2025train02934nocot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02934_no_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\no_tumor\brisc2025_train_02934_no_co_t1.jpg,unknown,True,,216,369,3,RGB,JPEG,12885,5d9f718c314a842191a0d7e03181e7a322f8acd9a2eda7d52a3526e82775531a,81e15e9e6b165ad8,False,,derived_zero,True,brisc2025,t1
