selection_id,dataset_index,classification_path,classification_basename,classification_stem,label,class_name,plane,mask_path,match_method,segmentation_image_path,true_idx,phase9_pred_idx,phase9_correct,phase9_confidence
105,922,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00923_pi_sa_t1.jpg,brisc2025_test_00923_pi_sa_t1.jpg,brisc2025_test_00923_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00923_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00923_pi_sa_t1.jpg,2,2,True,1.0
106,10,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00011_gl_ax_t1.jpg,brisc2025_test_00011_gl_ax_t1.jpg,brisc2025_test_00011_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00011_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00011_gl_ax_t1.jpg,0,0,True,1.0
107,769,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00770_pi_ax_t1.jpg,brisc2025_test_00770_pi_ax_t1.jpg,brisc2025_test_00770_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00770_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00770_pi_ax_t1.jpg,2,2,True,1.0
108,789,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00790_pi_ax_t1.jpg,brisc2025_test_00790_pi_ax_t1.jpg,brisc2025_test_00790_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00790_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00790_pi_ax_t1.jpg,2,2,True,1.0
109,68,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00069_gl_ax_t1.jpg,brisc2025_test_00069_gl_ax_t1.jpg,brisc2025_test_00069_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00069_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00069_gl_ax_t1.jpg,0,0,True,1.0
110,264,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00265_me_ax_t1.jpg,brisc2025_test_00265_me_ax_t1.jpg,brisc2025_test_00265_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00265_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00265_me_ax_t1.jpg,1,1,True,1.0
111,292,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00293_me_ax_t1.jpg,brisc2025_test_00293_me_ax_t1.jpg,brisc2025_test_00293_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00293_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00293_me_ax_t1.jpg,1,1,True,1.0
112,868,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00869_pi_co_t1.jpg,brisc2025_test_00869_pi_co_t1.jpg,brisc2025_test_00869_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00869_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00869_pi_co_t1.jpg,2,2,True,1.0
113,339,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00340_me_ax_t1.jpg,brisc2025_test_00340_me_ax_t1.jpg,brisc2025_test_00340_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00340_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00340_me_ax_t1.jpg,1,1,True,0.9995
114,775,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00776_pi_ax_t1.jpg,brisc2025_test_00776_pi_ax_t1.jpg,brisc2025_test_00776_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00776_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00776_pi_ax_t1.jpg,2,2,True,1.0
115,218,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00219_gl_sa_t1.jpg,brisc2025_test_00219_gl_sa_t1.jpg,brisc2025_test_00219_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00219_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00219_gl_sa_t1.jpg,0,0,True,1.0
116,937,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00938_pi_sa_t1.jpg,brisc2025_test_00938_pi_sa_t1.jpg,brisc2025_test_00938_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00938_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00938_pi_sa_t1.jpg,2,2,True,1.0
117,280,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00281_me_ax_t1.jpg,brisc2025_test_00281_me_ax_t1.jpg,brisc2025_test_00281_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00281_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00281_me_ax_t1.jpg,1,1,True,1.0
118,951,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00952_pi_sa_t1.jpg,brisc2025_test_00952_pi_sa_t1.jpg,brisc2025_test_00952_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00952_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00952_pi_sa_t1.jpg,2,2,True,1.0
119,437,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00438_me_co_t1.jpg,brisc2025_test_00438_me_co_t1.jpg,brisc2025_test_00438_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00438_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00438_me_co_t1.jpg,1,1,True,1.0
120,279,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00280_me_ax_t1.jpg,brisc2025_test_00280_me_ax_t1.jpg,brisc2025_test_00280_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00280_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00280_me_ax_t1.jpg,1,1,True,1.0
121,551,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00552_me_sa_t1.jpg,brisc2025_test_00552_me_sa_t1.jpg,brisc2025_test_00552_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00552_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00552_me_sa_t1.jpg,1,1,True,1.0
122,236,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00237_gl_sa_t1.jpg,brisc2025_test_00237_gl_sa_t1.jpg,brisc2025_test_00237_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00237_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00237_gl_sa_t1.jpg,0,0,True,1.0
123,383,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00384_me_ax_t1.jpg,brisc2025_test_00384_me_ax_t1.jpg,brisc2025_test_00384_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00384_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00384_me_ax_t1.jpg,1,1,True,1.0
124,515,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00516_me_sa_t1.jpg,brisc2025_test_00516_me_sa_t1.jpg,brisc2025_test_00516_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00516_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00516_me_sa_t1.jpg,1,1,True,1.0
125,192,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00193_gl_sa_t1.jpg,brisc2025_test_00193_gl_sa_t1.jpg,brisc2025_test_00193_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00193_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00193_gl_sa_t1.jpg,0,0,True,1.0
126,531,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00532_me_sa_t1.jpg,brisc2025_test_00532_me_sa_t1.jpg,brisc2025_test_00532_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00532_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00532_me_sa_t1.jpg,1,1,True,1.0
127,821,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00822_pi_ax_t1.jpg,brisc2025_test_00822_pi_ax_t1.jpg,brisc2025_test_00822_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00822_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00822_pi_ax_t1.jpg,2,2,True,1.0
128,898,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00899_pi_co_t1.jpg,brisc2025_test_00899_pi_co_t1.jpg,brisc2025_test_00899_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00899_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00899_pi_co_t1.jpg,2,2,True,1.0
129,160,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00161_gl_co_t1.jpg,brisc2025_test_00161_gl_co_t1.jpg,brisc2025_test_00161_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00161_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00161_gl_co_t1.jpg,0,0,True,1.0
130,305,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00306_me_ax_t1.jpg,brisc2025_test_00306_me_ax_t1.jpg,brisc2025_test_00306_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00306_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00306_me_ax_t1.jpg,1,1,True,1.0
131,932,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00933_pi_sa_t1.jpg,brisc2025_test_00933_pi_sa_t1.jpg,brisc2025_test_00933_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00933_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00933_pi_sa_t1.jpg,2,2,True,1.0
132,892,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00893_pi_co_t1.jpg,brisc2025_test_00893_pi_co_t1.jpg,brisc2025_test_00893_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00893_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00893_pi_co_t1.jpg,2,2,True,1.0
133,246,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00247_gl_sa_t1.jpg,brisc2025_test_00247_gl_sa_t1.jpg,brisc2025_test_00247_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00247_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00247_gl_sa_t1.jpg,0,0,True,1.0
134,935,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00936_pi_sa_t1.jpg,brisc2025_test_00936_pi_sa_t1.jpg,brisc2025_test_00936_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00936_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00936_pi_sa_t1.jpg,2,2,True,1.0
135,0,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00001_gl_ax_t1.jpg,brisc2025_test_00001_gl_ax_t1.jpg,brisc2025_test_00001_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00001_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00001_gl_ax_t1.jpg,0,0,True,1.0
136,387,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00388_me_ax_t1.jpg,brisc2025_test_00388_me_ax_t1.jpg,brisc2025_test_00388_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00388_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00388_me_ax_t1.jpg,1,1,True,1.0
137,871,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00872_pi_co_t1.jpg,brisc2025_test_00872_pi_co_t1.jpg,brisc2025_test_00872_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00872_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00872_pi_co_t1.jpg,2,2,True,1.0
138,739,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00740_pi_ax_t1.jpg,brisc2025_test_00740_pi_ax_t1.jpg,brisc2025_test_00740_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00740_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00740_pi_ax_t1.jpg,2,2,True,1.0
139,489,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00490_me_sa_t1.jpg,brisc2025_test_00490_me_sa_t1.jpg,brisc2025_test_00490_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00490_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00490_me_sa_t1.jpg,1,1,True,1.0
140,823,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00824_pi_ax_t1.jpg,brisc2025_test_00824_pi_ax_t1.jpg,brisc2025_test_00824_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00824_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00824_pi_ax_t1.jpg,2,2,True,1.0
141,553,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00554_me_sa_t1.jpg,brisc2025_test_00554_me_sa_t1.jpg,brisc2025_test_00554_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00554_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00554_me_sa_t1.jpg,1,1,True,1.0
142,434,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00435_me_co_t1.jpg,brisc2025_test_00435_me_co_t1.jpg,brisc2025_test_00435_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00435_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00435_me_co_t1.jpg,1,1,True,1.0
143,870,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00871_pi_co_t1.jpg,brisc2025_test_00871_pi_co_t1.jpg,brisc2025_test_00871_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00871_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00871_pi_co_t1.jpg,2,2,True,1.0
144,959,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00960_pi_sa_t1.jpg,brisc2025_test_00960_pi_sa_t1.jpg,brisc2025_test_00960_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00960_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00960_pi_sa_t1.jpg,2,2,True,1.0
145,163,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00164_gl_co_t1.jpg,brisc2025_test_00164_gl_co_t1.jpg,brisc2025_test_00164_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00164_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00164_gl_co_t1.jpg,0,0,True,1.0
146,461,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00462_me_co_t1.jpg,brisc2025_test_00462_me_co_t1.jpg,brisc2025_test_00462_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00462_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00462_me_co_t1.jpg,1,1,True,1.0
147,812,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00813_pi_ax_t1.jpg,brisc2025_test_00813_pi_ax_t1.jpg,brisc2025_test_00813_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00813_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00813_pi_ax_t1.jpg,2,2,True,0.9995
148,55,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00056_gl_ax_t1.jpg,brisc2025_test_00056_gl_ax_t1.jpg,brisc2025_test_00056_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00056_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00056_gl_ax_t1.jpg,0,0,True,1.0
149,495,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00496_me_sa_t1.jpg,brisc2025_test_00496_me_sa_t1.jpg,brisc2025_test_00496_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00496_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00496_me_sa_t1.jpg,1,1,True,1.0
150,752,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00753_pi_ax_t1.jpg,brisc2025_test_00753_pi_ax_t1.jpg,brisc2025_test_00753_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00753_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00753_pi_ax_t1.jpg,2,2,True,1.0
